Size (bp),CT_PD1,NE_MRL1, YC_PD1,CT_Large3,CT_PD2,NE_MRL2, YC_PD2,CT_PD3,NE_MRL3, YC_PD3,CT_MRL1,NE_PD1, YC_MRL1,CT_MRL2,NE_PD2, YC_MRL2,CT_MRL3,NE_PD3, YC_MRL3,CT_Large1,NE_Large1, YC_Large1,CT_Large2,NE_Large2, YC_Large2,NE_Large3,YC_Large3
20.37,15.48,29.99,8.75,24.91,8.13,37.67,14.91,26.98,29.65,24.27,34.2,33.02,35.94,10.49,31.03,25.86,8.21,32.63,17.56,34.15,30.44,27.79,29.49,16.18,32.66,28.96,27.49
20.78,21.29,25.41,8.15,27.07,13.15,33.74,14.37,32.86,21.87,29.92,31.17,29.13,43.43,10.69,37.91,31.81,12.86,36.43,24.02,28.87,32.18,21.82,27.98,17.97,27.95,24.12,24.84
21.19,26.32,20.4,7.64,23.67,21.68,25.06,15.46,36.12,16.33,31.17,24.42,22.77,47.26,9.8,39.51,33.36,20.69,36.02,29.02,23.71,28.7,14.65,23.2,20.13,21.17,19.85,20.66
21.6,27.92,15.73,7.71,17.69,31.88,17.7,16.85,33.7,13.63,27.48,18,16.92,45.89,8.61,35.9,29.61,30.03,31.83,29.34,16,25.2,9.44,18.51,23.13,15.14,16.68,17.12
22.01,25.2,12.56,9.26,12.21,38.49,14.39,17.75,27.17,10.99,21.03,14.2,13.11,40.26,8.97,28.56,22.74,36.77,26.55,25.44,13.11,21.7,6.78,15.33,25.86,10.72,13.48,14.7
22.42,20.03,11.48,12.18,7.83,37.21,13.26,18.98,21.06,7.65,15.36,12.4,11.28,33.85,11.88,20.01,15.71,36.31,22.36,20.59,10.94,14.91,5.52,13.35,26.34,7.92,10.37,12.5
22.83,15.27,11.17,15.35,4.31,29.55,12.09,21.71,17.51,5.34,12.58,11.02,10.57,29.88,17.71,13.18,10.43,28.78,19.26,16.91,8.86,11.23,4.27,12.46,24.05,6.36,8.81,9.95
23.23,12.06,10.33,17.75,1.89,20.66,11.06,26.19,15.26,5.26,11.9,9.31,10.07,28.71,26.63,9.49,7.49,19.48,16.54,14.06,7.15,10.61,2.48,11.73,20.24,5.25,8.95,7.56
23.64,9.37,8.95,18.54,0.62,14.1,10.86,31.91,12.97,6.6,11.39,7.56,9.16,28.46,36.61,8.34,6.06,13.06,14.29,11.47,6.56,10.88,0.7,9.82,16.25,4.17,8.96,6.18
24.05,6.96,7.34,17.31,0.13,10.78,10.34,36.92,10.88,7.65,10.4,6.35,7.79,27.7,42.66,8.44,4.71,9.81,12.82,9.19,6.65,10.52,-0.29,7.25,13.05,3.27,7.64,5.95
24.46,6.05,5.92,15.84,0.08,9.89,8.17,37.96,9.6,7.82,9.7,5.72,6.68,26.96,40.82,8.39,3.09,7.76,12.02,7.5,6.29,9.71,-0.69,5.63,11.47,2.79,6.15,6.03
24.87,6.3,5.1,14.36,0.04,9.36,5.12,33.69,8.77,7.71,9.83,5.01,6.32,27.4,32.3,7.51,1.59,5.59,11.58,6.61,5.32,8.81,-1.2,5.66,11.06,2.87,5.69,5.73
25.27,5.55,4.65,10.57,-0.41,7.64,3.28,26.78,7.64,7.45,9.89,3.98,5.88,28.67,22.13,6.37,0.43,3.53,11.14,6.12,4.58,7.72,-1.75,6.55,10.31,3.15,5.9,5.18
25.68,3.44,4.46,7.39,-1.08,5.15,3.57,21.21,6.69,6.65,9.1,3.43,4.73,29.61,14.35,5.83,0.03,2.37,10.58,5.23,4.47,6.7,-1.97,6.6,8.55,2.95,6.01,4.3
26.09,1.96,4.79,5.88,-1.87,3.32,4.81,18.22,6.51,5.62,8.15,3.67,3.66,30.09,9.66,5.93,0.72,1.73,10.17,4.04,4.64,6.26,-2.04,5.17,6.32,2.43,5.88,2.77
26.5,2.19,5.31,5.31,-2.98,2.62,5.35,16.41,6.18,4.85,7.44,3.76,3.59,30.32,7.04,6.05,1.62,0.87,10.2,3.68,4.7,6.33,-2.21,3.56,4.71,2.29,5.7,1.29
26.91,3.24,5.5,4.46,-4.08,2.21,5.04,14.72,5,4.26,6.24,3.14,4.79,30.04,5.73,5.38,1.52,0.75,10.57,4.37,4.43,6.1,-2.38,2.84,4.31,2.28,5.75,0.91
27.32,4.02,5.4,3.7,-3.96,1.62,4.49,12.99,4.15,3.92,4.84,2.94,6.57,29.67,5.41,3.78,0.64,0.63,11.12,4.9,3.91,5.22,-2.4,2.67,4.58,1.9,6.14,1.57
27.73,4.2,5.29,3.89,-4.31,1.41,4.19,11.19,4.62,4.04,4.28,4.61,7.6,29.95,5.77,2.14,0.3,1.74,12.12,4.65,3.65,4.27,-2.16,2.94,4.82,1.36,6.61,2.43
28.13,3.63,5.52,4.46,-5,1.85,4.57,9.92,5.27,4.43,4.19,7.3,7.4,30.74,6.27,1.5,1.04,2.9,13.66,4.29,4,3.72,-1.74,3.97,4.76,0.69,6.75,2.78
28.54,2.48,6.16,4.19,-5.17,2.46,5.46,10.06,4.9,5.04,3.59,8.63,6.6,31.24,6.37,1.98,2.21,2.97,14.79,4.39,4.77,3.34,-1.33,4.98,4.2,-0.04,6.33,2.35
28.95,1.8,6.63,3.05,-4.32,3.21,5.96,11.24,4.19,5.67,2.72,8.13,5.63,30.8,5.77,2.89,2.8,2.83,14.64,4.85,5.59,2.83,-1.14,4.76,3.28,-0.15,5.66,1.66
29.36,2.09,6.58,2.11,-2.78,4.27,5.61,12.24,4.29,5.81,2.41,7.4,4.72,29.65,4.77,3.51,2.12,3.36,13.89,5.4,6.22,2.14,-1.23,3.7,2.58,0.57,5.36,1.77
29.77,2.83,6.36,1.91,-1.64,5.24,5.13,12.61,4.71,5.75,2.79,7.18,4.61,29.08,4.62,3.76,0.6,3.72,13.78,5.65,6.31,1.3,-1.27,3.09,2.35,1.15,5.63,2.84
30.17,3.73,6.12,2.09,-1.92,5.8,5.36,12.73,4.49,5.89,3.26,6.74,5.56,29.72,6.29,4.34,-0.18,3.16,14.56,5.49,6.04,0.68,-0.88,3.55,2.48,0.88,6.26,4.11
30.58,4.7,5.85,2.33,-3.28,6.13,6.3,12.76,4.33,5.84,3.28,5.68,6.83,30.65,8.65,5.35,0.15,2.81,15.34,5.29,5.96,0.69,-0.44,4.61,2.73,0.4,6.95,5.06
30.99,4.93,5.81,2.84,-4.27,6.5,7.53,12.66,5.45,5.45,3.15,4.46,7.46,31.04,9.68,5.85,0.26,3.52,15.31,5.31,6.13,1.02,-0.92,4.77,2.97,0.57,7.28,5.68
31.4,4.26,6,3.44,-4.22,7.17,9.06,12.68,7.05,5.11,3.72,3.57,6.93,31.1,8.98,5.81,-0.13,4,14.59,5.24,6.33,1.39,-2.34,3.01,3.65,1.36,7.2,5.87
31.81,4.01,6.48,3.36,-3.63,8.09,10.8,13.2,7.45,5.06,5.19,3.54,6.01,31.15,7.6,6.32,0.15,3.45,13.82,4.67,6.18,2.03,-3.05,1.01,4.07,2.15,6.98,5.67
32.22,5.34,7.72,2.61,-2.94,8.98,11.89,14.1,6.82,5.61,6.84,4.92,6.57,31.55,6.34,7.37,1.37,3.09,13.35,5.07,5.02,2.96,-1.64,1.2,4.28,2.72,6.4,5.65
32.62,7.48,9.56,2.33,-2.03,9.7,11.8,14.91,6.65,6.76,7.79,6.94,8.99,32.66,5.26,7.63,2.55,3.75,13,5.38,3.11,4.04,0.82,3.25,4.88,3.36,5.42,6.06
33.03,8.49,10.66,3.12,-0.98,10.2,11.15,15.51,7.76,7.56,7.69,8.1,11.55,34.4,4.79,6.62,2.84,4.64,12.46,4.98,1.69,5.5,2.12,5.25,6.05,4.31,4.92,6.18
33.44,7.8,9.86,3.92,-0.41,10.51,10.76,16.2,9.82,7.31,6.97,8.53,12.67,36.04,5.54,5.53,2.14,5.21,11.74,4.32,1.34,7.08,1.81,6.3,7.1,5.07,5.44,5.74
33.85,6.8,8.02,3.83,-0.56,10.84,10.93,17.02,11.94,6.76,6.87,9.14,12.49,37.45,7.04,5.42,1.02,5.73,11.66,4.23,1.74,8.05,1.25,6.3,7.27,4.91,6.07,5.68
34.26,6.51,7.04,3.74,-0.84,11.51,11.78,17.84,13.32,6.78,8,9.44,12.39,39.3,8.06,5.99,0.52,5.95,12.83,4.77,2.76,8.39,1.36,5.42,6.66,3.93,5.82,6.55
34.67,6.38,7.23,3,-0.84,12.56,13,18.68,13.72,7.22,9.24,9.21,12.79,41.27,7.89,6.62,0.96,5.29,14.04,5.29,4.44,8.72,1.55,4.17,6.1,2.6,5.27,7.54
35.08,5.85,7.52,2.47,-0.76,13.19,13.93,19.6,13.68,7.73,9.2,9.62,12.37,42.12,6.76,7.28,1.4,3.99,13.84,5.37,6.18,9.38,0.99,3.36,5.87,1.26,5.62,7.69
35.48,4.99,8.1,2.17,-0.66,12.74,14.09,20.21,13.81,8.19,8.64,10.71,10.79,41.96,5.51,7.99,1.21,2.77,12.9,5.41,7.03,9.95,0.18,3.6,5.39,0.34,6.74,7.07
35.89,3.96,9.84,2,-0.63,12.05,13.54,19.84,13.64,8.31,8.09,11.18,9.52,41.9,4.87,8.78,0.85,1.58,12.69,5.8,6.95,9.83,0.13,4.63,4.44,0.31,7.65,6.25
36.3,3.35,11.84,2.46,-1.09,12.54,13.01,18.62,11.77,8.05,7,10.82,9.35,41.83,4.92,9.55,0.68,0.3,13.35,6.27,6.44,9.72,0.38,5.58,3.66,1.32,8.09,5.82
36.71,4.06,12.51,3.53,-1.76,13.68,12.9,17.55,8.65,7.42,6.52,10.26,9.83,41.11,5.56,9.48,0.6,0.24,13.94,6.65,5.72,8.8,-0.27,5.92,3.65,2.87,8.47,6.05
37.12,5.69,12.05,4.3,-1.65,13.6,12.55,17.16,6.92,6.45,6.64,9.61,10.61,40.09,7.02,8.36,0.53,2.19,13.85,7.21,5.15,7.99,-1.36,5.65,4.64,3.8,8.76,6.64
37.53,6.69,11.89,4.45,-0.93,12.1,11.51,16.79,7.56,5.89,6.91,8.92,11.38,39.39,8.69,7.63,0.23,4.33,13.56,7.88,5.46,7.62,-1.55,5.2,6.61,3.55,8.69,6.94
37.93,6.76,12.71,4.69,-0.75,10.55,10.82,16.1,8.93,6.5,6.99,8.44,11.56,39.25,9.03,8.12,-0.39,4.94,13.78,8.01,6.54,7.66,-0.95,4.75,8.77,2.66,8.33,6.67
38.34,6.94,13.66,5.79,-1.31,9.59,11.76,15.88,9.74,7.75,7.29,8.28,11.05,39.83,7.83,8.9,-0.86,4.71,14.28,7.18,7.16,8.02,-0.55,3.91,9.79,1.69,8.22,5.73
38.75,7.53,13.71,7.84,-1.75,9.25,13.52,16.89,10.29,8.52,8.44,8.63,10.45,41.13,6.56,9.11,-0.64,4.88,14.78,5.83,6.82,8.12,-0.65,3.1,9.06,0.99,8.64,3.98
39.16,8.04,12.9,9.77,-1.67,9.56,13.99,18.67,11.29,8.61,10.12,9.27,10.36,42.45,6.08,8.63,0.31,5.58,15.37,5.1,6.2,7.33,-1.04,3.74,7.33,1.02,9,2.04
39.57,8.29,11.88,10.07,-1.62,10.09,12.72,19.26,13.15,9.25,11.42,9.71,10.6,42.84,5.81,6.91,3.38,6.08,14.77,5.86,5.83,6.13,-0.24,5.57,5.95,2.02,9.01,1.06
39.97,8.32,11.1,8.85,-2.11,10.14,11.33,19.85,15.33,11.56,12.03,10.49,10.87,42.42,5.27,7.03,3.68,5.98,13.51,7.91,5.7,5.76,1.18,6.59,5.29,3.37,9.58,1.45
40.38,8.04,10.73,7.56,-2.78,9.54,10.75,19.69,16.33,14.67,12.16,12.45,11.52,42.24,4.88,7.81,3,6.14,13.27,10.16,5.93,6.42,2.39,6.03,4.91,3.81,11.09,2.53
40.79,7.53,10.45,6.88,-2.78,9.12,10.33,18.72,15.8,16.56,12.15,14.84,13.15,42.6,5.1,8.68,2.8,7.34,14.75,11.52,6.64,6.83,2.72,4.66,4.85,2.96,12.07,3.06
41.2,7.04,9.59,6.58,-1.93,9.73,9.59,17.93,15.42,16.69,12.66,16.75,15.47,42.73,5.57,9.4,3.35,8.75,16.95,11.69,7.4,6.21,1.72,3.54,5.38,1.79,11.24,2.68
41.61,6.81,8.14,6.81,-0.93,10.79,9.23,18.02,16.14,16.28,13.94,18.51,17.64,42.36,5.93,9.98,3.93,8.86,17.8,11.38,7.44,5.43,-0.29,3.8,6.11,1.09,9.61,2.52
42.02,7.1,7.05,7.46,-0.47,11.45,10.09,18.91,16.75,16.06,15.01,20.17,19,42.31,6.38,10.18,4.31,7.45,16.36,11.24,6.82,5.41,-1.84,5.37,6.38,1.09,9.28,3.45
42.42,7.94,7.25,7.71,-0.67,12.26,11.94,19.94,16.06,15.49,14.65,20.8,19.45,43.16,7.1,9.6,4.31,6.06,14.43,11.05,6.38,5.93,-1.46,6.43,6.13,2.08,10.26,4.82
42.83,8.62,8.97,7.38,-0.97,13.66,13.75,20.81,14.31,14.39,13.17,20.53,19.47,44.32,7.94,8.59,3.57,6.35,14.14,10.24,6.41,6.54,0.63,6.11,5.88,3.89,10.67,5.74
43.24,8.65,11.44,7.23,-0.78,14.83,15.04,21.43,12.5,13.25,11.87,20.93,19.31,44.92,8.47,8.15,2.5,7.81,14.88,8.66,6.66,7,2.71,5.39,5.07,5.52,9.97,6.08
43.65,8.63,13.04,7.09,-0.21,15.08,15.97,21.3,11.62,12.24,11.45,22.07,18.6,45.01,8.38,8.6,2,8.27,14.91,6.86,6.95,7.11,3.28,5.21,4.97,5.82,9.22,6.02
44.06,8.83,13.02,7.01,0.21,14.36,16.32,20.5,11.85,11.44,11.86,21.88,17.27,45.09,8.29,9.41,2.34,7.29,14.11,5.61,6.96,6.93,2.41,5.57,5.71,4.9,8.77,5.69
44.47,8.44,12.46,6.74,-0.16,13.03,15.92,20.15,12.34,10.99,12.51,19.63,16.32,45.52,9.08,10.08,2.94,6.37,13.63,5.24,6.62,6.64,1.36,6.1,6.3,4.43,8.05,5.82
44.87,7.16,12.34,6.29,-1.59,12.24,15.45,20.77,12.74,10.96,12.54,17.76,16.82,45.86,10.37,10.39,3.2,6.07,14.06,5.67,6.57,6.28,1.07,6.51,6.32,5.48,7.21,7.22
45.28,5.86,12.39,6.33,-3.14,13.16,15.79,21.62,14.05,11.66,11.95,18.34,18,45.68,10.54,10.1,3.22,5.57,14.88,6.74,7.27,5.63,1.24,7.44,6.44,6.85,7.16,9.13
45.69,5.28,12.14,7.04,-3.73,15.73,16.93,22.07,16.39,12.99,11.61,19.73,18.08,45.51,10.71,9.4,3.22,4.82,14.84,7.8,8.1,4.45,1.34,7.78,7.19,7.03,8.13,9.67
46.1,5.69,11.89,7.95,-3.59,18.76,18.26,22.15,17.74,13.96,11.92,19.47,17.42,45.52,9.59,8.81,3.07,4.72,13.67,8,8.2,3.29,1.56,7.96,8.32,6.37,9.35,8.45
46.51,7.62,12.14,8.82,-3.18,20.61,19.05,22.27,16.8,13.96,12.31,18.2,18,45.47,8.07,8.72,2.79,5.3,12.7,7.5,7.89,3.45,2.12,8.62,9.15,6.03,10.15,6.72
46.92,11.17,12.89,9.31,-2.24,20.04,18.71,22.73,14.92,13.18,12.07,17.98,19.8,45.88,7.37,9.16,2.8,5.63,13.01,7.55,8,5.26,2.44,10.13,9.34,5.92,10.2,5.53
47.33,14.73,13.99,9.08,-0.91,17.64,17.23,22.88,13.45,11.6,11.15,19.11,21.18,46.6,7.68,9.67,3.19,5.63,14.18,8.83,8.26,7.09,1.95,11.5,9.43,5.67,9.39,5.11
47.73,16.22,15.13,8.88,-0.28,15.42,15.41,22.05,12.42,9.51,10.4,20.27,21.7,46.58,8.59,9.61,3.68,5.86,15.65,10.61,7.99,7.39,1.14,11.26,10.07,6.03,8.39,5.26
48.14,15.26,16.07,9.45,-0.63,14.46,14.16,21.11,12.06,8.26,10.61,20.41,21.73,45.83,9.17,9.12,4.29,6.09,17.46,11.95,7.71,6.83,0.72,9.91,10.96,7.78,8.3,5.61
48.55,13.36,17.09,10.19,-0.65,14.13,13.63,21.2,12.68,8.93,11.73,19.94,21.52,45.14,8.67,9.03,5.24,5.89,19.28,13.09,8.04,6.88,0.68,9.33,11.48,10.68,9.14,5.75
48.96,11.92,17.9,10.83,0.4,13.9,13.39,21.99,13.74,11.08,13.01,19.91,22.01,44.65,7.88,9.58,6.42,5.47,20.41,14.45,8.36,7.51,0.9,10.16,11.79,13.72,9.63,5.78
49.37,11.06,17.37,11.79,1.08,14.04,13.08,22.44,14.56,13.48,13.8,20.79,24.01,44.82,8.07,10.04,7.31,5.25,20.95,15.26,8.02,7.89,1.73,11.74,12.24,15.44,8.83,6.13
49.78,10.29,15.37,12.48,-0.11,14.33,12.6,22.02,15.02,15.33,14.29,22.31,26.72,46.62,8.78,9.94,7.58,5.53,21.56,14.97,7.22,7.93,3.25,13.74,12.86,15.05,7.65,6.81
50.18,9.45,13.25,12.08,-2.21,13.99,11.92,21.06,15.27,16.79,15.07,23.59,28.94,49.81,8.75,9.75,7.55,6.29,22,14.59,6.61,7.96,4.97,15.7,13.75,13.63,7.77,7.38
50.59,8.49,12.39,10.93,-2.94,12.91,11.14,20.38,15.57,18.07,15.98,24.34,30.03,53.49,7.96,10.18,7.62,7.14,21.51,15.26,6.73,8.04,6.17,16.72,15.13,12.46,9.6,7.8
51,7.66,13.31,9.37,-1.22,11.57,10.55,20.08,16.21,18.71,16.32,25.82,29.61,56.87,7.42,11.34,7.75,7.7,19.99,16.33,7.48,8.19,6.27,16.58,16.77,11.46,11.79,8.19
51.41,7.46,15.49,7.57,2.11,10.33,10.08,19.5,16.66,17.85,15.89,29.34,28.26,58.59,8,12.86,8.14,7.96,18.13,16.01,8.26,8.55,5.44,15.63,18.17,10.56,13.03,8.29
51.82,7.68,17.61,6.57,5.24,9.86,9.42,18.7,16.02,15.3,15.01,34.91,27.42,57.92,9.89,14.17,9.07,8.01,17.05,13.97,9.21,9.15,4.65,14.11,18.64,10.45,13.45,7.74
52.22,7.72,18.6,6.91,6.82,10.58,9.09,18.44,14.25,12.13,13.69,41.25,27.68,56.32,12.22,14.94,9.89,7.63,17.54,11.73,10.97,9.7,4.57,12.52,17.85,11.14,13.64,6.75
52.63,7.77,18.84,7.25,6.87,11.64,10.43,18.8,12,9.84,11.7,46.02,28.6,55.85,13.86,15.3,10.3,6.88,19.24,10.37,13.02,10.53,5.09,11.56,16.45,11.69,13.39,5
53.04,8.19,19.28,8.96,6.14,11.98,10.72,19.11,10.14,9.07,9.67,47.32,29.35,56.88,14.62,15.26,10.96,6.69,21,9.76,14.2,11.82,5.61,11.23,15.33,11.53,12.47,4.5
53.45,9.65,19.14,10.66,5.06,11.73,10.7,19.17,9.32,9.59,8.77,44.83,29.02,57.98,15.04,14.77,11.57,7.82,21.75,10.06,14.72,12.53,5.61,10.91,14.44,10.66,11.25,4.74
53.86,11.54,18.54,12.12,3.75,11.51,10.71,19.4,9.21,10.7,9.01,39.4,26.83,57.84,15.39,14.22,10.85,9.74,21.22,11.26,15.06,12.13,4.97,10.52,13.1,9.36,10.13,5.58
54.27,12.72,18.12,13.75,2.47,11.48,10.87,19.77,9.21,11.31,9.11,32.93,22.78,56.41,15.31,14.06,9.2,11.38,20.29,12.32,14.32,11.49,3.8,10.54,12.18,8.27,9.49,6.22
54.67,13.08,17.45,15.74,1.76,11.42,10.99,19.75,9.6,10.74,8.41,27.31,18.38,53.8,14.7,14.27,8.4,12.13,20.26,12.67,11.99,11.28,2.43,10.73,11.26,7.66,9.91,6.16
55.08,12.89,15.95,17.49,1.9,11.06,10.71,19.43,10.2,9.71,7.77,22.82,15.55,50.28,14.34,14.71,9.06,12.42,21.4,13.03,9.76,11.2,1.36,10.43,9.92,7.31,10.9,5.65
55.49,11.92,14.05,18.39,2.36,10.7,10.41,19.25,10.79,8.53,7.85,17.15,14.7,47.23,14.69,15.37,10.26,13.56,22.7,13.78,9.21,10.75,0.59,9.73,9.74,7.15,10.73,5.51
55.9,10.38,12.74,18.55,2.25,11.09,10.84,19.2,12.26,7.85,7.95,16.98,14.78,45.77,14.77,16.11,10.84,16.05,22.98,13.98,9.44,9.82,-0.22,9.06,10.16,7.4,9.18,6.15
56.31,9.19,12.36,17.87,1.49,11.99,11.4,19.18,13.1,7.59,7.33,18.08,14.73,45.44,13.59,16.19,10.2,18.91,22.01,12.78,9.11,8.81,-0.61,8.36,10.54,8.29,8.18,6.86
56.72,9.19,11.85,15.85,0.55,12.29,11.13,19.21,12.99,7.68,6.23,18.91,14.15,45.11,11.74,14.92,8.81,21.41,20.43,10.92,8.66,7.92,-0.28,7.57,10.89,10,8.65,6.79
57.12,10.67,10.4,13.01,-0.33,11.94,10.58,19.24,11.89,7.79,5.17,18.56,12.96,44.37,10.41,12.94,7.66,23.3,18.99,9.92,8.69,6.94,-0.06,6.99,11.6,11.8,9.5,6.34
57.53,12.65,9.18,10.61,-1.11,12.04,10.91,19.25,9.64,8.14,4.75,17.46,11.44,43.59,9.92,11.66,7.08,23.86,17.89,9.85,9,6.1,-0.44,6.68,12.8,12.2,9.91,6.45
57.94,13.36,9.67,9.12,-1.63,12.58,12.08,19.31,6.84,8.42,5.2,16.38,10.33,42.66,9.63,11.42,6.61,23.01,16.83,9.49,9.56,5.94,-0.7,6.45,13.82,11.02,10.19,7.32
58.35,12.48,11.61,7.94,-1.86,12.5,12.91,19.49,5.37,7.95,5.65,15.63,9.92,41.31,8.94,11.47,5.96,21.56,15.61,8.34,10.15,6.27,-0.48,6.51,13.84,9.57,10.58,8.34
58.76,11.31,13.37,6.51,-2.04,11.8,12.41,19.8,6.58,7.15,7.53,15.01,9.56,39.93,8.24,11.24,5.43,19.82,14.59,7.07,10.04,6.62,-0.4,7.41,13.11,8.69,10.18,8.98
59.17,10.76,13.58,5.54,-2.52,11.36,11.07,20.29,9.4,7.09,9.07,14.23,8.62,38.84,8.27,10.65,5.05,17.99,14.53,6.49,9.22,7.09,-0.69,9.35,12.71,8.51,10.24,9.26
59.58,10.92,12.3,6,-3.16,11.27,10.47,21.06,11.31,7.92,9.66,13.4,7.54,38.01,8.97,9.86,4.57,16.34,15.59,6.77,8.78,7.88,-0.86,12.13,13.51,9.26,11.43,9.26
59.98,11.7,10.6,6.98,-3.17,11.17,11.25,21.61,10.96,8.67,9.9,12.76,7.29,37.48,9.78,9.13,4.34,14.81,16.6,7.52,9.28,8.43,-0.89,15.49,15.31,10.85,12.68,8.97
60.39,13.07,9.3,6.88,-2.45,11.01,12.17,21.27,9.65,8.75,10.13,12.11,7.84,37.32,10.39,8.56,4.65,13.9,16.49,8.26,10.03,8.21,-1.02,18.9,17.05,12.6,13.23,8.69
60.8,14.65,8.91,6.02,-1.84,10.81,12.2,20.34,9.37,8.81,9.68,11.65,8.35,37.62,10.8,7.97,4.98,14.04,15.88,8.57,10.39,7.62,-0.84,21.45,18.37,13.89,13.81,8.71
61.21,15.8,9.62,5.84,-1.29,10.86,12.06,20.02,10.07,9.15,8.15,12.59,8.73,38.56,11.38,7.52,5.07,13.99,15.86,8.26,10.4,7.32,-0.07,22.7,19.96,14.25,15.04,8.72
61.62,16.72,10.56,6.17,0.26,11.46,12.51,20.5,10.32,9.15,6.44,15.08,9.1,39.48,12.18,7.65,5.37,12.55,16.2,7.68,10.39,7.59,0.99,23.03,21.89,13.39,16.36,8.31
62.03,18.13,10.46,6.5,2.87,12.59,13.01,20.61,9.94,8.94,5.55,17.27,9.11,39.22,12.54,8.39,5.75,10.52,15.81,7.3,10.65,8.36,1.85,22.74,22.89,11.62,16.76,7.92
62.43,19.5,9.48,7.28,5.55,16.51,13.09,19.76,9.83,8.86,5.65,17.52,8.94,38.02,12.46,9.37,5.48,9.16,14.29,6.96,10.87,8.99,1.95,21.32,22.15,9.67,16.23,8.28
62.84,19.39,8.72,7.72,7.69,18.13,13.03,18.63,9.94,8.2,6.5,15.93,9.03,37.24,12.54,9.73,4.73,8.5,12.48,6.24,8.49,8.85,1.23,18.24,20.18,7.72,15.47,8.98
63.25,17.57,8.36,7.54,9.02,18.04,12.78,17.58,9.66,6.67,7.66,13.66,8.67,37.32,12.46,8.58,4.36,8.1,11.45,5.19,6.77,7.96,0.47,14.32,17.88,5.58,14.3,8.83
63.66,15.3,7.73,7,8.82,16.46,12.07,16.22,8.91,5.14,8.35,11.68,8.11,37.86,11.87,6.7,4.25,8.02,11.45,4.41,5.56,7.31,0.16,11.14,15.86,3.69,11.99,7.53
64.07,13.8,6.58,7.07,6.36,14.44,11.12,14.65,7.69,4.16,7.9,10.01,6.96,38.63,11.35,6.28,3.38,8.34,11.99,4.49,4.68,6.66,0.02,9.03,14.29,2.73,8.96,6.04
64.47,13.14,5.42,7.56,2.14,12.38,10.01,13.83,6.31,3.61,6.57,8.78,5.26,39.4,10.96,7.89,1.38,8.42,12.5,5.01,3.92,5.41,-0.36,7.38,12.45,2.7,6.41,5.07
64.88,12.45,4.88,7.21,-1.62,10.56,8.43,14.14,5.75,3.47,5.37,8.65,4.18,39.76,9.91,9.67,-0.75,7.33,12.64,4.99,3.31,4.79,-1.17,6.53,10.08,3.31,4.98,4.28
65.29,10.95,4.69,6.02,-3.13,9.67,6.37,14.3,6.42,3.81,5.08,9.03,4.29,39.46,8.52,9.75,-1.62,4.76,12.44,4.71,3.01,5.06,-2.21,7.05,8.27,4.1,4.82,3.28
65.7,9.03,4.41,4.77,-3.15,9.42,4.59,14.45,7.49,4.25,5.81,8.41,4.54,38.58,8.1,8.16,-1.04,1.62,12.09,5.13,3.19,5.86,-2.97,7.51,7.71,4.29,5.74,2.37
66.11,7.65,4.52,3.66,-3.22,8.97,4.26,13.71,7.57,3.89,7.01,7.25,3.99,37.78,8.54,6.49,-0.07,-0.22,11.83,5.85,3.61,6.23,-3.49,6.26,7.54,3.64,6.62,1.92
66.52,6.92,5.46,3.56,-3.17,8.31,5.6,12.41,6.13,2.78,7.5,7.16,3.25,37.82,8.1,6.22,0.35,0.4,12.01,5.74,3.42,5.56,-4.1,4.15,7.37,2.8,6.54,2.12
66.93,6.43,6.53,4.96,-2.29,7.64,7.15,11.39,4.63,2.48,6.89,7.88,3.44,38.21,6.03,7.35,0.26,2.59,12.32,4.83,2.36,4.59,-4.39,2.83,6.16,2.14,6.08,3.13
67.33,6.11,6.75,6.34,-1.42,6.79,7.32,10.82,4.91,3.77,6.36,7.75,4.5,38.08,3.51,8.7,0.32,4.56,11.54,3.94,1.48,4.46,-3.9,2.6,4.66,1.45,5.87,4.38
67.74,5.64,6.05,6.28,-1.79,5.87,6.24,10.79,6.44,4.99,6.95,6.1,5.48,37.48,2.24,8.66,0.86,5.53,9.71,3.68,1.75,5.01,-3.2,3.19,4.01,0.72,5.67,4.77
68.15,4.92,5.3,5.24,-3.36,4.92,5.11,11.14,6.7,4.53,7.62,4.19,5.96,36.8,2.81,6.58,0.95,5.87,8.37,4.08,2.71,5.22,-3.09,4.23,4,0.36,5.27,4.36
68.56,4.54,5.35,4.34,-5.28,3.56,4.46,11.11,4.8,3.44,6.72,3.82,6.38,36.4,3.87,3.96,-0.35,6.01,8.24,4.42,3.26,4.8,-3.55,5.09,3.8,0.65,4.8,4.22
68.97,4.63,6,4.11,-6.75,1.87,4.13,10.38,2.83,3.67,4.77,5.04,6.71,36.01,3.4,2.44,-1.72,5.37,8.91,4.14,2.74,4.49,-4.1,5.5,3.52,1.04,4.52,4.47
69.37,4.56,6.41,4.42,-7.07,0.98,4.41,9.66,2.7,5.33,3.76,6.51,5.98,35.26,1.48,1.16,-0.92,3.33,9.61,3.81,1.63,5.04,-4.69,5.42,3.64,0.73,4.87,4.33
69.78,4.2,6.29,4.88,-6.12,1.85,5.33,9.27,3.9,6.83,4.11,7.28,4.25,34.9,0.5,-1.32,1.17,1.37,9.81,4.08,0.92,6.14,-5.58,4.99,3.78,-0.18,5.76,3.66
